EVIDENCE_ID,CROP_CODE,CROP_STD,EVIDENCE_DOMAIN,SOURCE_TIER,SOURCE_AUTHORITY,SOURCE_TITLE,SOURCE_DATE,SOURCE_URL,PAGE_OR_SECTION,RAW_TERM,STATE_CONCEPT,UNIT,QUANTITATIVE_VALUE,VALUE_LOWER,VALUE_UPPER,TIME_UNIT,CULTIVAR_OR_SYSTEM,GEOGRAPHIC_RELEVANCE,EVIDENCE_STRENGTH,PARAMETER_ADMISSIBILITY,EXACT_FINDING,LIMITATION,NOTES
C0B3-E011,13010210000,MANGO,OTHER,P1,C0B3A independent repository audit,Native monthly accounting-residual diagnostic,2026-08-20,repository:data/raw/Formato_dataset_productos_dra__ (2).csv,Consecutive district-crop months,VERDE_ACTUAL;SIEMBRA,ACCOUNTING_RESIDUAL_DIAGNOSTIC,,,,,MONTH,Repository mango records,Piura districts,DESCRIPTIVE_ONLY,NOT_ADMISSIBLE,Residual VERDE_t minus VERDE_t-1 minus SIEMBRA_t: N=4111 exact=4076 positive=3 negative=32 min=-100 max=40 mean=-0.155254,High concordance supports internal coherence but does not identify omitted loss substitution state-change or revision components,DIAGNOSTIC_ONLY; NOT_MODEL_AUTHORIZED; Raw data SHA256=7953e95f532b97f3db1ad42dfb517dc0b5f6e98a80b1f1b0954fc1b52419c489
C0B3-E012,13010170102,LIMON SUTIL,OTHER,P1,C0B3A independent repository audit,Native monthly accounting-residual diagnostic,2026-08-20,repository:data/raw/Formato_dataset_productos_dra__ (2).csv,Consecutive district-crop months,VERDE_ACTUAL;SIEMBRA,ACCOUNTING_RESIDUAL_DIAGNOSTIC,,,,,MONTH,Repository lemon records,Piura districts,DESCRIPTIVE_ONLY,NOT_ADMISSIBLE,Residual VERDE_t minus VERDE_t-1 minus SIEMBRA_t: N=4730 exact=4699 positive=0 negative=31 min=-683 max=0 mean=-0.274841,High concordance supports internal coherence but does not identify omitted loss substitution state-change or revision components,DIAGNOSTIC_ONLY; NOT_MODEL_AUTHORIZED; Raw data SHA256=7953e95f532b97f3db1ad42dfb517dc0b5f6e98a80b1f1b0954fc1b52419c489
C0B3-E013,15010040000,PLATANOS Y BANANAS,OTHER,P1,C0B3A independent repository audit,Native monthly accounting-residual diagnostic,2026-08-20,repository:data/raw/Formato_dataset_productos_dra__ (2).csv,Consecutive district-crop months,VERDE_ACTUAL;SIEMBRA,ACCOUNTING_RESIDUAL_DIAGNOSTIC,,,,,MONTH,Repository banana and plantain records,Piura districts,DESCRIPTIVE_ONLY,NOT_ADMISSIBLE,Residual VERDE_t minus VERDE_t-1 minus SIEMBRA_t: total_candidate_pairs=5576 nonmissing_analyzable_pairs=5574 missing_pairs=2 exact_identity_pairs=5481 positive=2 negative=91 min=-470 max=50 mean=-0.751525,High concordance supports internal coherence but does not identify omitted loss substitution state-change revision or internal succession components,DIAGNOSTIC_ONLY; NOT_MODEL_AUTHORIZED; Raw data SHA256=7953e95f532b97f3db1ad42dfb517dc0b5f6e98a80b1f1b0954fc1b52419c489
C0B3-E014,13010210000,MANGO,MATURITY_LAG,P2,Instituto Nacional de Innovación Agraria,Manejo Integrado del Cultivo de Mango Kent,2019-03,https://repositorio.inia.gob.pe/items/f420a985-8d1d-4199-991d-9cbf7b9cd9a1,pp. 19 and 35-37,plantation age and development state,PRODUCTIVE_STOCK,,,,,YEAR,Kent mango,Valle de los Incas Tambogrande Piura,OFFICIAL_CROP_CULTIVAR_REGION_CONTEXT,CONTEXT_ONLY,Management differs by development state and age; the manual reports age nonuniformity and age-specific management,It does not define first commercial bearing or an installed-to-productive area transition,No numeric maturity lag is inferred
C0B3-E015,13010210000,MANGO,REMOVAL_REPLACEMENT,P2,Instituto Nacional de Innovación Agraria,Manejo Integrado del Cultivo de Mango Kent,2019-03,https://repositorio.inia.gob.pe/items/f420a985-8d1d-4199-991d-9cbf7b9cd9a1,p. 49,poda de renovación,REMOVAL_REPLACEMENT_FLOW,,,,,,Kent mango,Valle de los Incas Tambogrande Piura,OFFICIAL_CROP_CULTIVAR_REGION_CONTEXT,CONTEXT_ONLY,Renewal pruning removes the canopy and regrafts when changing variety,No area quantity frequency or annual rate is supplied,Confirms that unavailable removal or renewal cannot be set to zero
C0B3-E016,13010210000,MANGO,MATURITY_LAG,P2,Gobierno Regional Piura,Catálogo Exportador de la Región Piura,2015,https://regionpiura.gob.pe/documentos/grde/catalogo1.pdf,Mango technical sheet p. 31,first production after graft,PRODUCTIVE_STOCK,year,5,,,YEAR,Multiple named mango varieties,Piura,OFFICIAL_REGIONAL_CONTEXT,CONTEXT_ONLY,The catalogue states first production at five years after graft,First production is not economically productive bearing stock and cultivar or management-specific transition conditions are absent,No model value is authorized
C0B3-E017,13010210000,MANGO,INSTALLED_STOCK,P1,Dirección Regional de Agricultura Piura,Producción de mango en Piura crece 55.8 por ciento y supera las 535 mil toneladas en 2025,2026-01-23,https://www.gob.pe/institucion/regionpiura-dra/noticias/1339511-produccion-de-mango-en-piura-crece-55-8-y-supera-las-535-mil-toneladas-en-2025,Regional 2025 summary,superficie instalada and superficie cosechada,INSTALLED_STOCK,ha,33694,,,,Regional mango category,San Lorenzo and Alto Piura,OFFICIAL_REGIONAL_AGGREGATE,NOT_ADMISSIBLE,The authority reports 33694 installed hectares and 29686 harvested hectares for 2025,The publication does not map either quantity to VERDE_ACTUAL or provide district-year stock transitions,Demonstrates that installed and harvested area can differ
C0B3-E018,13010170102,LIMON SUTIL,MATURITY_LAG,P2,Servicio Nacional de Sanidad Agraria del Perú,Guía para la implementación de Buenas Prácticas Agrícolas para el cultivo de limón,2020-07-30,https://www.gob.pe/institucion/senasa/informes-publicaciones/924871-guia-de-buenas-practicas-agricolas-para-cultivo-de-limon,p. 5,precocity to initiate production,PRODUCTIVE_STOCK,,,,,,Sutil and Tahiti lemon,Peru,OFFICIAL_CROP_CONTEXT,CONTEXT_ONLY,Rootstock selection affects precocity for beginning production of the commercial variety,The guide supplies no quantitative rootstock-specific transition rule,Confirms that management and plant material affect lag
C0B3-E019,13010170102,LIMON SUTIL,MATURITY_LAG,P2,Servicio Nacional de Meteorología e Hidrología del Perú,Condiciones Agroclimáticas del Cultivo del Limonero Cartilla 12,2011,https://www.ana.gob.pe/sites/default/files/normatividad/files/condiciones_agroclimaticas_limon_0.pdf,p. 1,primera cosecha after graft,PRODUCTIVE_STOCK,year,5,,,YEAR,Limón Sutil,North coast including Piura San Lorenzo and Chulucanas,OFFICIAL_CROP_REGION_CONTEXT,CONTEXT_ONLY,The cartilla states first harvest at five years after graft,First harvest is not a certified productive-bearing-area state and management conditions are not parameterized,No model value is authorized
C0B3-E020,13010170102,LIMON SUTIL,INSTALLED_STOCK,P1,Dirección Regional de Agricultura Piura,Piura consolida liderazgo en la producción de limón sutil con más de 203 mil toneladas y exportaciones a seis países,2026-01-16,https://www.gob.pe/institucion/regionpiura-dra/noticias/1334442-piura-consolida-liderazgo-en-la-produccion-de-limon-sutil-con-mas-de-203-mil-toneladas-y-exportaciones-a-seis-paises,Regional 2025 summary,superficie total instalada and superficie cosechada,INSTALLED_STOCK,ha,18555,,,,Limón Sutil,Piura,OFFICIAL_REGIONAL_AGGREGATE,NOT_ADMISSIBLE,The authority reports 18555 installed hectares and 17253 harvested hectares for 2025,The publication does not map either quantity to VERDE_ACTUAL or provide district-year stock transitions,Demonstrates that installed and harvested area can differ
C0B3-E021,15010040000,PLATANOS Y BANANAS,BANANA_CYCLE,P2,Instituto Nacional de Innovación Agraria,Manejo integrado del cultivo de plátano,2007-04,https://repositorio.inia.gob.pe/items/6a74c3c1-995a-4748-94a9-51e668859188,pp. 20-21,madre hija nieta,INSTALLED_STOCK,,,,,,Plantain mother and sucker production system,San Gaban Puno with Piura coastal production acknowledged,OFFICIAL_CROP_SYSTEM_CONTEXT,CONTEXT_ONLY,The manual directs maintaining a mother with bunch plus daughter and granddaughter and managing suckers,The production system and geography do not represent every crop in the aggregated Piura category,Supports continuous stand succession rather than woody orchard ontology
C0B3-E022,15010040000,PLATANOS Y BANANAS,ESTABLISHMENT,P2,Instituto Nacional de Innovación Agraria,Manejo integrado del cultivo de plátano,2007-04,https://repositorio.inia.gob.pe/items/6a74c3c1-995a-4748-94a9-51e668859188,pp. 13-16,selected sword sucker,NEW_ESTABLISHMENT_FLOW,,,,,,Plantain sucker establishment system,San Gaban Puno with Piura coastal production acknowledged,OFFICIAL_CROP_SYSTEM_CONTEXT,CONTEXT_ONLY,Sword suckers are selected and prepared as planting material for crop installation,The source does not connect SIEMBRA records to net new installed hectares or distinguish stand renewal,No establishment flow parameter is authorized
C0B3-E023,15010040000,PLATANOS Y BANANAS,MATURITY_LAG,P4,Food and Agriculture Organization of the United Nations,Chapter 3 Crop Water Needs,1986,https://www.fao.org/4/s2022e/s2022e07.htm,Bananas section,first harvest after planting,PRODUCTIVE_STOCK,year,APPROXIMATELY_1,,,YEAR,Generic banana,International context,INTERNATIONAL_BIOLOGICAL_CONTEXT,CONTEXT_ONLY,The source states that the first harvest takes place approximately one year after planting and producing shoots are then removed while young shoots take over production,The generic value does not resolve the aggregated Piura banana and plantain category or economically productive stand,No exact model lag is authorized
C0B3-E024,15010040000,PLATANOS Y BANANAS,BANANA_CYCLE,P4,Food and Agriculture Organization of the United Nations,Banana crop information,n.d.,https://www.fao.org/land-water/databases-and-software/crop-information/banana/en/,Crop development section,next ratoon harvest,PRODUCTIVE_STOCK,month,ABOUT_6,,,MONTH,Banana ratoon systems,International tropical lowland context,INTERNATIONAL_BIOLOGICAL_CONTEXT,CONTEXT_ONLY,After harvest the pseudostem is cut and retained suckers provide the ratoon crop; next ratoon harvest is about six months in tropical lowlands,Timing varies by system and is not specific to the aggregated Piura category,No exact model value is authorized
C0B3-E025,15010040000,PLATANOS Y BANANAS,PRODUCTIVE_LIFE,P4,Food and Agriculture Organization of the United Nations,Banana crop information,n.d.,https://www.fao.org/land-water/databases-and-software/crop-information/banana/en/,Crop development section,commercial plantation life,REMOVAL_REPLACEMENT_FLOW,year,3_TO_20,3,20,YEAR,Banana production systems,International context,INTERNATIONAL_BIOLOGICAL_CONTEXT,CONTEXT_ONLY,Average commercial plantation life is reported as 3 to 20 years,The broad system-dependent range cannot bound district-year replacement flow for the aggregated Piura category,No midpoint or model value is authorized
C0B3-E026,,ALL TARGET CROPS,VARIABLE_SEMANTICS,P1,Ministerio de Agricultura - Oficina de Estudios Económicos y Estadísticos,Lineamientos Metodológicos de la Actividad Estadística del Sistema Integrado de Estadística Agraria - SIEA,2012-12,https://siea.midagri.gob.pe/media/documentos/Lineamientos_Metodologicos_SIEA.pdf,pp. 61-62,Superficie en Verde; Superficie con Cultivos Permanentes,INSTALLED_STOCK,ha,,,,MONTH,Permanent and semipermanent crop-area statistics,Peru national agricultural statistics system,PRIMARY_OFFICIAL_METHODOLOGY,NOT_ADMISSIBLE,Superficie en verde for permanent crops is the hectare area in growth plus the hectare area in production; installed-area examples include lemon and banana,The published DRAP extract omits the separate growth and production state fields,SEMANTIC_EVIDENCE_ONLY; NOT_BIOLOGICAL_PARAMETER; PRIMARY_SOURCE_AUTHORITY=MIDAGRI_SIEA; PRIMARY_HTTP_STATUS=HTTP_200_APPLICATION_PDF; PRIMARY_PDF_SHA256=8fe81dcf74acc74803f9fa0c19ace73d54024133a527854e9f95e7d846df2230; METHODOLOGICAL_DEFINITION_SOURCE=PRIMARY_OFFICIAL_SIEA_PDF_PP_61_65; LEGAL_APPROVAL_SOURCE=https://siea.midagri.gob.pe/media/documentos/RM_035-2013-AG.pdf; LEGAL_APPROVAL_PDF_SHA256=70d173d9a407e0fb205f1cbefa1e149f9a3a9f7167b9834e97c8d0846abca2de; APPROVING_NORM=RESOLUCION_MINISTERIAL_N_0035-2013-AG; APPROVING_NORM_DATE=2013-02-01; APPROVING_NORM_ROLE=APPROVES_SIEA_METHODOLOGICAL_GUIDELINES; RM_0194_2016_ROLE=INCORPORATES_COMPLETE_AGRICULTURAL_STATISTICAL_SECTOR_REGISTER_INTO_F1; PRIVATE_MIRROR_STATUS=AUXILIARY_RETRIEVAL_COPY_NOT_CANONICAL_NOT_REQUIRED_FOR_SCIENTIFIC_CLAIMS
C0B3-E027,,ALL TARGET CROPS,ESTABLISHMENT,P1,Ministerio de Agricultura - Oficina de Estudios Económicos y Estadísticos,Lineamientos Metodológicos de la Actividad Estadística del Sistema Integrado de Estadística Agraria - SIEA,2012-12,https://siea.midagri.gob.pe/media/documentos/Lineamientos_Metodologicos_SIEA.pdf,p. 63,Superficie Sembrada,NEW_ESTABLISHMENT_FLOW,ha,,,,MONTH,Crops investigated by the agricultural statistics system,Peru national agricultural statistics system,PRIMARY_OFFICIAL_METHODOLOGY,NOT_ADMISSIBLE,Monthly gross area installed with the investigated crop by sowing or transplanting,Does not distinguish net expansion from replanting and does not represent internal sucker succession inside an already installed banana stand,SEMANTIC_EVIDENCE_ONLY; NOT_BIOLOGICAL_PARAMETER; SIEA_PROVENANCE=C0B3-E026; PRIMARY_PDF_SHA256=8fe81dcf74acc74803f9fa0c19ace73d54024133a527854e9f95e7d846df2230; METHODOLOGICAL_DEFINITION_SOURCE=PRIMARY_OFFICIAL_SIEA_PDF_P_63
C0B3-E028,,ALL TARGET CROPS,HARVESTED_AREA,P1,Ministerio de Agricultura - Oficina de Estudios Económicos y Estadísticos,Lineamientos Metodológicos de la Actividad Estadística del Sistema Integrado de Estadística Agraria - SIEA,2012-12,https://siea.midagri.gob.pe/media/documentos/Lineamientos_Metodologicos_SIEA.pdf,pp. 63-64,Superficie Cosechada,HARVEST_FLOW_AREA,ha,,,,YEAR_END_REPORTING,Permanent and similar semipermanent crop statistics,Peru national agricultural statistics system,PRIMARY_OFFICIAL_METHODOLOGY,NOT_ADMISSIBLE,For permanent crops the area with fruit collected may have two or more collections and is reported in the final production month; similar semipermanent crops follow year-end reporting,Harvest flow area is not an installed-stock or direct productive-stock observation,SEMANTIC_EVIDENCE_ONLY; NOT_BIOLOGICAL_PARAMETER; SIEA_PROVENANCE=C0B3-E026; PRIMARY_PDF_SHA256=8fe81dcf74acc74803f9fa0c19ace73d54024133a527854e9f95e7d846df2230; METHODOLOGICAL_DEFINITION_SOURCE=PRIMARY_OFFICIAL_SIEA_PDF_P_64
C0B3-E029,,ALL TARGET CROPS,REMOVAL_REPLACEMENT,P1,Ministerio de Agricultura - Oficina de Estudios Económicos y Estadísticos,Lineamientos Metodológicos de la Actividad Estadística del Sistema Integrado de Estadística Agraria - SIEA,2012-12,https://siea.midagri.gob.pe/media/documentos/Lineamientos_Metodologicos_SIEA.pdf,pp. 61 and 64-65,Superficie Perdida; Superficie en Sustitución; Cambio de Crecimiento a Producción,REMOVAL_REPLACEMENT_FLOW,ha,,,,MONTH,Permanent crop source-system state accounting,Peru national agricultural statistics system,PRIMARY_OFFICIAL_METHODOLOGY,NOT_ADMISSIBLE,The source system separately handles growth-to-production change lost area and permanent-crop substitution and permits verification or rectification of prior green area,Those components are absent from the published DRAP extract so its simplified residual cannot be certified as removal,STOCK_FLOW_IDENTITY_STATUS=APPROXIMATE_ONLY; ACCOUNTING_RESIDUAL_DIAGNOSTIC_ONLY; NOT_MODEL_AUTHORIZED; SIEA_PROVENANCE=C0B3-E026; PRIMARY_PDF_SHA256=8fe81dcf74acc74803f9fa0c19ace73d54024133a527854e9f95e7d846df2230; METHODOLOGICAL_DEFINITION_SOURCE=PRIMARY_OFFICIAL_SIEA_PDF_PP_61_64_65
