COD_CULTIVO,CROP_STD,ANO,VARIABLE,N,MISSING,MISSING_RATE,ALERT_GT_20PCT
14010020000,ARROZ,2019,COSECHA,443,0,0.0,False
14010020000,ARROZ,2019,PRODUCCION,443,0,0.0,False
14010020000,ARROZ,2019,VERDE_ACTUAL,443,0,0.0,False
14010020000,ARROZ,2019,PRECIO_CHACRA,443,0,0.0,False
14010020000,ARROZ,2020,SIEMBRA,434,0,0.0,False
14010020000,ARROZ,2020,COSECHA,434,0,0.0,False
14010020000,ARROZ,2020,PRODUCCION,434,0,0.0,False
14010020000,ARROZ,2020,VERDE_ACTUAL,434,0,0.0,False
14010020000,ARROZ,2020,PRECIO_CHACRA,434,0,0.0,False
14010020000,ARROZ,2021,SIEMBRA,410,0,0.0,False
14010020000,ARROZ,2021,COSECHA,410,0,0.0,False
14010020000,ARROZ,2021,PRODUCCION,410,0,0.0,False
14010020000,ARROZ,2021,VERDE_ACTUAL,410,0,0.0,False
14010020000,ARROZ,2021,PRECIO_CHACRA,410,0,0.0,False
14010020000,ARROZ,2022,SIEMBRA,369,0,0.0,False
14010020000,ARROZ,2022,COSECHA,369,0,0.0,False
14010020000,ARROZ,2022,PRODUCCION,369,0,0.0,False
14010020000,ARROZ,2022,VERDE_ACTUAL,369,0,0.0,False
14010020000,ARROZ,2022,PRECIO_CHACRA,369,0,0.0,False
14010020000,ARROZ,2023,SIEMBRA,431,0,0.0,False
14010020000,ARROZ,2023,COSECHA,431,0,0.0,False
14010020000,ARROZ,2023,PRODUCCION,431,0,0.0,False
14010020000,ARROZ,2023,VERDE_ACTUAL,431,0,0.0,False
14010020000,ARROZ,2023,PRECIO_CHACRA,431,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2016,SIEMBRA,495,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2016,COSECHA,495,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2016,PRODUCCION,495,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2016,VERDE_ACTUAL,495,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2016,PRECIO_CHACRA,495,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2017,SIEMBRA,510,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2017,COSECHA,510,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2017,PRODUCCION,510,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2017,VERDE_ACTUAL,510,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2017,PRECIO_CHACRA,510,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2018,SIEMBRA,487,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2018,COSECHA,487,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2018,PRODUCCION,487,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2018,VERDE_ACTUAL,487,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2018,PRECIO_CHACRA,487,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2019,SIEMBRA,496,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2019,COSECHA,496,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2019,PRODUCCION,496,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2019,VERDE_ACTUAL,496,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2019,PRECIO_CHACRA,496,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2020,SIEMBRA,501,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2020,COSECHA,501,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2020,PRODUCCION,501,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2020,VERDE_ACTUAL,501,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2020,PRECIO_CHACRA,501,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2021,SIEMBRA,550,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2021,COSECHA,550,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2021,PRODUCCION,550,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2021,VERDE_ACTUAL,550,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2021,PRECIO_CHACRA,550,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2022,SIEMBRA,592,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2022,COSECHA,592,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2022,PRODUCCION,592,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2022,VERDE_ACTUAL,592,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2022,PRECIO_CHACRA,592,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2023,SIEMBRA,555,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2023,COSECHA,555,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2023,PRODUCCION,555,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2023,VERDE_ACTUAL,555,0,0.0,False
14010070000,MAIZ AMARILLO DURO,2023,PRECIO_CHACRA,555,0,0.0,False
15010040000,PLATANOS Y BANANAS,2016,SIEMBRA,588,0,0.0,False
15010040000,PLATANOS Y BANANAS,2016,COSECHA,588,0,0.0,False
15010040000,PLATANOS Y BANANAS,2016,PRODUCCION,588,0,0.0,False
15010040000,PLATANOS Y BANANAS,2016,VERDE_ACTUAL,588,0,0.0,False
15010040000,PLATANOS Y BANANAS,2016,PRECIO_CHACRA,588,0,0.0,False
15010040000,PLATANOS Y BANANAS,2017,SIEMBRA,584,0,0.0,False
15010040000,PLATANOS Y BANANAS,2017,COSECHA,584,0,0.0,False
15010040000,PLATANOS Y BANANAS,2017,PRODUCCION,584,0,0.0,False
15010040000,PLATANOS Y BANANAS,2017,VERDE_ACTUAL,584,0,0.0,False
15010040000,PLATANOS Y BANANAS,2017,PRECIO_CHACRA,584,0,0.0,False
15010040000,PLATANOS Y BANANAS,2018,SIEMBRA,586,0,0.0,False
15010040000,PLATANOS Y BANANAS,2018,COSECHA,586,0,0.0,False
15010040000,PLATANOS Y BANANAS,2018,PRODUCCION,586,0,0.0,False
15010040000,PLATANOS Y BANANAS,2018,VERDE_ACTUAL,586,0,0.0,False
15010040000,PLATANOS Y BANANAS,2018,PRECIO_CHACRA,586,0,0.0,False
15010040000,PLATANOS Y BANANAS,2019,SIEMBRA,588,0,0.0,False
15010040000,PLATANOS Y BANANAS,2019,COSECHA,588,0,0.0,False
15010040000,PLATANOS Y BANANAS,2019,PRODUCCION,588,0,0.0,False
15010040000,PLATANOS Y BANANAS,2019,VERDE_ACTUAL,588,0,0.0,False
15010040000,PLATANOS Y BANANAS,2019,PRECIO_CHACRA,588,0,0.0,False
15010040000,PLATANOS Y BANANAS,2020,SIEMBRA,588,0,0.0,False
15010040000,PLATANOS Y BANANAS,2020,COSECHA,588,0,0.0,False
15010040000,PLATANOS Y BANANAS,2020,PRODUCCION,588,0,0.0,False
15010040000,PLATANOS Y BANANAS,2020,VERDE_ACTUAL,588,0,0.0,False
15010040000,PLATANOS Y BANANAS,2020,PRECIO_CHACRA,588,0,0.0,False
15010040000,PLATANOS Y BANANAS,2021,SIEMBRA,600,0,0.0,False
15010040000,PLATANOS Y BANANAS,2021,COSECHA,600,0,0.0,False
15010040000,PLATANOS Y BANANAS,2021,PRODUCCION,600,0,0.0,False
15010040000,PLATANOS Y BANANAS,2021,VERDE_ACTUAL,600,0,0.0,False
15010040000,PLATANOS Y BANANAS,2021,PRECIO_CHACRA,600,0,0.0,False
15010040000,PLATANOS Y BANANAS,2022,SIEMBRA,621,0,0.0,False
15010040000,PLATANOS Y BANANAS,2022,COSECHA,621,0,0.0,False
15010040000,PLATANOS Y BANANAS,2022,PRODUCCION,621,0,0.0,False
15010040000,PLATANOS Y BANANAS,2022,VERDE_ACTUAL,621,0,0.0,False
15010040000,PLATANOS Y BANANAS,2022,PRECIO_CHACRA,621,0,0.0,False
15010040000,PLATANOS Y BANANAS,2023,SIEMBRA,619,0,0.0,False
15010040000,PLATANOS Y BANANAS,2023,COSECHA,619,0,0.0,False
15010040000,PLATANOS Y BANANAS,2023,PRODUCCION,619,0,0.0,False
15010040000,PLATANOS Y BANANAS,2023,VERDE_ACTUAL,619,0,0.0,False
15010040000,PLATANOS Y BANANAS,2023,PRECIO_CHACRA,619,0,0.0,False
