AUDIT_TYPE,UBIGEO,COD_CULTIVO,CROP_STD,ANO,TEMPORAL_ROLE,DIAGNOSTIC_LAG_MONTHS,HARVEST_DENOMINATOR,HARVEST_SUPPORT_STATUS,PRIOR_YEAR_PREDECESSOR_HARVEST_SHARE,PRIOR_YEAR_PREDECESSOR_MONTHS_REQUIRED,PRIOR_YEAR_PREDECESSOR_MONTHS_OBSERVED,SUPPORT_STATUS,ATTRIBUTION_STATUS,DESCRIPTIVE_ONLY,JAN_MAR_HARVEST_SHARE,PRODUCTION_DENOMINATOR,PRODUCTION_SUPPORT_STATUS,JAN_MAR_PRODUCTION_SHARE
PERMANENT_EARLY_YEAR_ACTIVITY,200114,13010170102,LIMON SUTIL,2021,MAIN_TEMPORAL_STRUCTURE,,9738.0,POSITIVE,,,,,NOT_IDENTIFIABLE_FROM_AGGREGATED_DATA,True,0.0,80020.0,POSITIVE,0.30867283179205196
PERMANENT_EARLY_YEAR_ACTIVITY,200114,13010170102,LIMON SUTIL,2022,MAIN_TEMPORAL_STRUCTURE,,9738.0,POSITIVE,,,,,NOT_IDENTIFIABLE_FROM_AGGREGATED_DATA,True,0.0,109130.0,POSITIVE,0.3961330523229176
PERMANENT_EARLY_YEAR_ACTIVITY,200114,13010170102,LIMON SUTIL,2023,MAIN_TEMPORAL_STRUCTURE,,9738.0,POSITIVE,,,,,NOT_IDENTIFIABLE_FROM_AGGREGATED_DATA,True,0.0,69765.0,POSITIVE,0.4360352612341432
PERMANENT_EARLY_YEAR_ACTIVITY,200201,13010170102,LIMON SUTIL,2016,MAIN_TEMPORAL_STRUCTURE,,16.0,POSITIVE,,,,,NOT_IDENTIFIABLE_FROM_AGGREGATED_DATA,True,0.0,48.0,POSITIVE,0.22916666666666669
PERMANENT_EARLY_YEAR_ACTIVITY,200201,13010170102,LIMON SUTIL,2017,MAIN_TEMPORAL_STRUCTURE,,16.0,POSITIVE,,,,,NOT_IDENTIFIABLE_FROM_AGGREGATED_DATA,True,0.0,47.0,POSITIVE,0.3404255319148936
PERMANENT_EARLY_YEAR_ACTIVITY,200201,13010170102,LIMON SUTIL,2018,MAIN_TEMPORAL_STRUCTURE,,16.0,POSITIVE,,,,,NOT_IDENTIFIABLE_FROM_AGGREGATED_DATA,True,0.0,58.0,POSITIVE,0.27586206896551724
PERMANENT_EARLY_YEAR_ACTIVITY,200201,13010170102,LIMON SUTIL,2019,MAIN_TEMPORAL_STRUCTURE,,16.0,POSITIVE,,,,,NOT_IDENTIFIABLE_FROM_AGGREGATED_DATA,True,0.0,39.0,POSITIVE,0.38461538461538464
PERMANENT_EARLY_YEAR_ACTIVITY,200201,13010170102,LIMON SUTIL,2020,MAIN_TEMPORAL_STRUCTURE,,16.0,POSITIVE,,,,,NOT_IDENTIFIABLE_FROM_AGGREGATED_DATA,True,0.0,43.0,POSITIVE,0.3488372093023256
PERMANENT_EARLY_YEAR_ACTIVITY,200201,13010170102,LIMON SUTIL,2021,MAIN_TEMPORAL_STRUCTURE,,16.0,POSITIVE,,,,,NOT_IDENTIFIABLE_FROM_AGGREGATED_DATA,True,0.0,43.0,POSITIVE,0.4186046511627907
PERMANENT_EARLY_YEAR_ACTIVITY,200201,13010170102,LIMON SUTIL,2022,MAIN_TEMPORAL_STRUCTURE,,16.0,POSITIVE,,,,,NOT_IDENTIFIABLE_FROM_AGGREGATED_DATA,True,0.0,43.0,POSITIVE,0.4186046511627907
PERMANENT_EARLY_YEAR_ACTIVITY,200201,13010170102,LIMON SUTIL,2023,MAIN_TEMPORAL_STRUCTURE,,16.0,POSITIVE,,,,,NOT_IDENTIFIABLE_FROM_AGGREGATED_DATA,True,0.0,42.0,POSITIVE,0.45238095238095233
PERMANENT_EARLY_YEAR_ACTIVITY,200203,13010170102,LIMON SUTIL,2016,MAIN_TEMPORAL_STRUCTURE,,2.0,POSITIVE,,,,,NOT_IDENTIFIABLE_FROM_AGGREGATED_DATA,True,0.0,3.0,POSITIVE,0.6666666666666666
PERMANENT_EARLY_YEAR_ACTIVITY,200203,13010170102,LIMON SUTIL,2017,MAIN_TEMPORAL_STRUCTURE,,2.0,POSITIVE,,,,,NOT_IDENTIFIABLE_FROM_AGGREGATED_DATA,True,0.0,7.0,POSITIVE,0.14285714285714285
PERMANENT_EARLY_YEAR_ACTIVITY,200203,13010170102,LIMON SUTIL,2018,MAIN_TEMPORAL_STRUCTURE,,2.0,POSITIVE,,,,,NOT_IDENTIFIABLE_FROM_AGGREGATED_DATA,True,0.0,5.0,POSITIVE,0.2
PERMANENT_EARLY_YEAR_ACTIVITY,200203,13010170102,LIMON SUTIL,2019,MAIN_TEMPORAL_STRUCTURE,,2.0,POSITIVE,,,,,NOT_IDENTIFIABLE_FROM_AGGREGATED_DATA,True,0.0,9.0,POSITIVE,0.0
PERMANENT_EARLY_YEAR_ACTIVITY,200203,13010170102,LIMON SUTIL,2020,MAIN_TEMPORAL_STRUCTURE,,2.0,POSITIVE,,,,,NOT_IDENTIFIABLE_FROM_AGGREGATED_DATA,True,0.0,2.0,POSITIVE,0.0
PERMANENT_EARLY_YEAR_ACTIVITY,200203,13010170102,LIMON SUTIL,2021,MAIN_TEMPORAL_STRUCTURE,,2.0,POSITIVE,,,,,NOT_IDENTIFIABLE_FROM_AGGREGATED_DATA,True,0.0,6.0,POSITIVE,0.16666666666666666
PERMANENT_EARLY_YEAR_ACTIVITY,200203,13010170102,LIMON SUTIL,2022,MAIN_TEMPORAL_STRUCTURE,,2.0,POSITIVE,,,,,NOT_IDENTIFIABLE_FROM_AGGREGATED_DATA,True,0.0,13.0,POSITIVE,0.6153846153846154
PERMANENT_EARLY_YEAR_ACTIVITY,200203,13010170102,LIMON SUTIL,2023,MAIN_TEMPORAL_STRUCTURE,,2.0,POSITIVE,,,,,NOT_IDENTIFIABLE_FROM_AGGREGATED_DATA,True,0.0,2.0,POSITIVE,0.0
PERMANENT_EARLY_YEAR_ACTIVITY,200205,13010170102,LIMON SUTIL,2016,MAIN_TEMPORAL_STRUCTURE,,1.0,POSITIVE,,,,,NOT_IDENTIFIABLE_FROM_AGGREGATED_DATA,True,0.0,3.0,POSITIVE,0.6666666666666666
PERMANENT_EARLY_YEAR_ACTIVITY,200205,13010170102,LIMON SUTIL,2017,MAIN_TEMPORAL_STRUCTURE,,1.0,POSITIVE,,,,,NOT_IDENTIFIABLE_FROM_AGGREGATED_DATA,True,0.0,4.0,POSITIVE,0.25
PERMANENT_EARLY_YEAR_ACTIVITY,200205,13010170102,LIMON SUTIL,2018,MAIN_TEMPORAL_STRUCTURE,,1.0,POSITIVE,,,,,NOT_IDENTIFIABLE_FROM_AGGREGATED_DATA,True,1.0,3.0,POSITIVE,0.3333333333333333
PERMANENT_EARLY_YEAR_ACTIVITY,200205,13010170102,LIMON SUTIL,2019,MAIN_TEMPORAL_STRUCTURE,,1.0,POSITIVE,,,,,NOT_IDENTIFIABLE_FROM_AGGREGATED_DATA,True,0.0,7.0,POSITIVE,0.0
PERMANENT_EARLY_YEAR_ACTIVITY,200205,13010170102,LIMON SUTIL,2020,MAIN_TEMPORAL_STRUCTURE,,1.0,POSITIVE,,,,,NOT_IDENTIFIABLE_FROM_AGGREGATED_DATA,True,0.0,3.0,POSITIVE,0.0
PERMANENT_EARLY_YEAR_ACTIVITY,200205,13010170102,LIMON SUTIL,2021,MAIN_TEMPORAL_STRUCTURE,,1.0,POSITIVE,,,,,NOT_IDENTIFIABLE_FROM_AGGREGATED_DATA,True,0.0,4.0,POSITIVE,0.25
PERMANENT_EARLY_YEAR_ACTIVITY,200205,13010170102,LIMON SUTIL,2022,MAIN_TEMPORAL_STRUCTURE,,1.0,POSITIVE,,,,,NOT_IDENTIFIABLE_FROM_AGGREGATED_DATA,True,0.0,4.0,POSITIVE,0.0
PERMANENT_EARLY_YEAR_ACTIVITY,200205,13010170102,LIMON SUTIL,2023,MAIN_TEMPORAL_STRUCTURE,,1.0,POSITIVE,,,,,NOT_IDENTIFIABLE_FROM_AGGREGATED_DATA,True,0.0,4.0,POSITIVE,0.0
PERMANENT_EARLY_YEAR_ACTIVITY,200206,13010170102,LIMON SUTIL,2016,MAIN_TEMPORAL_STRUCTURE,,5.0,POSITIVE,,,,,NOT_IDENTIFIABLE_FROM_AGGREGATED_DATA,True,0.0,12.0,POSITIVE,0.75
PERMANENT_EARLY_YEAR_ACTIVITY,200206,13010170102,LIMON SUTIL,2017,MAIN_TEMPORAL_STRUCTURE,,5.0,POSITIVE,,,,,NOT_IDENTIFIABLE_FROM_AGGREGATED_DATA,True,1.0,15.0,POSITIVE,1.0
