CROP,CROP_CODE,MODEL_ID,VARIABLE,OMITTED_PERIOD_ID,OMITTED_PERIOD_ORDER,MANDATORY_NAMED_CASE,PRIMARY_BETA_REFERENCE,LOO_BETA,BETA_DIFFERENCE,ABS_BETA_DEVIATION,PRIMARY_SIGN,LOO_SIGN,SIGN_REVERSAL,RETAINED_N,RETAINED_PERIODS,MODEL_VALID,STATUS
MAIZ_AMARILLO_DURO,14010070000,ED1-MAD,RAIN_ANOM_MM,2022/2023,7,LEAVE_2023_OUT,0.00012564522471647521,0.00012474053687694386,-9.0468783953134846e-07,9.0468783953134846e-07,POSITIVE,POSITIVE,FALSE,269,6,TRUE,DESCRIPTIVE_ONLY
MAIZ_AMARILLO_DURO,14010070000,ED1-MAD,TMAX_ANOM_C,2016/2017,1,LEAVE_2017_OUT,0.23699616341331953,0.42905496546271205,0.19205880204939252,0.19205880204939252,POSITIVE,POSITIVE,FALSE,269,6,TRUE,DESCRIPTIVE_ONLY
MAIZ_AMARILLO_DURO,14010070000,ED1-MAD,TMAX_ANOM_C,2017/2018,2,NONE,0.23699616341331953,0.22115678739223643,-0.015839376021083096,0.015839376021083096,POSITIVE,POSITIVE,FALSE,272,6,TRUE,DESCRIPTIVE_ONLY
MAIZ_AMARILLO_DURO,14010070000,ED1-MAD,TMAX_ANOM_C,2018/2019,3,NONE,0.23699616341331953,0.16168642515090026,-0.075309738262419268,0.075309738262419268,POSITIVE,POSITIVE,FALSE,279,6,TRUE,DESCRIPTIVE_ONLY
MAIZ_AMARILLO_DURO,14010070000,ED1-MAD,TMAX_ANOM_C,2019/2020,4,NONE,0.23699616341331953,0.23449445192183527,-0.0025017114914842598,0.0025017114914842598,POSITIVE,POSITIVE,FALSE,275,6,TRUE,DESCRIPTIVE_ONLY
MAIZ_AMARILLO_DURO,14010070000,ED1-MAD,TMAX_ANOM_C,2020/2021,5,NONE,0.23699616341331953,0.27172446044355181,0.03472829703023228,0.03472829703023228,POSITIVE,POSITIVE,FALSE,274,6,TRUE,DESCRIPTIVE_ONLY
MAIZ_AMARILLO_DURO,14010070000,ED1-MAD,TMAX_ANOM_C,2021/2022,6,NONE,0.23699616341331953,0.2147141423997897,-0.022282021013529829,0.022282021013529829,POSITIVE,POSITIVE,FALSE,270,6,TRUE,DESCRIPTIVE_ONLY
MAIZ_AMARILLO_DURO,14010070000,ED1-MAD,TMAX_ANOM_C,2022/2023,7,LEAVE_2023_OUT,0.23699616341331953,0.30205441916398479,0.065058255750665261,0.065058255750665261,POSITIVE,POSITIVE,FALSE,269,6,TRUE,DESCRIPTIVE_ONLY
MAIZ_AMARILLO_DURO,14010070000,ED1-MAD,TMIN_ANOM_C,2016/2017,1,LEAVE_2017_OUT,-0.087388917881000228,0.15890660899637138,0.24629552687737161,0.24629552687737161,NEGATIVE,POSITIVE,TRUE,269,6,TRUE,DESCRIPTIVE_ONLY
MAIZ_AMARILLO_DURO,14010070000,ED1-MAD,TMIN_ANOM_C,2017/2018,2,NONE,-0.087388917881000228,-0.04401390256064211,0.043375015320358118,0.043375015320358118,NEGATIVE,NEGATIVE,FALSE,272,6,TRUE,DESCRIPTIVE_ONLY
MAIZ_AMARILLO_DURO,14010070000,ED1-MAD,TMIN_ANOM_C,2018/2019,3,NONE,-0.087388917881000228,-0.16348884879581771,-0.076099930914817482,0.076099930914817482,NEGATIVE,NEGATIVE,FALSE,279,6,TRUE,DESCRIPTIVE_ONLY
MAIZ_AMARILLO_DURO,14010070000,ED1-MAD,TMIN_ANOM_C,2019/2020,4,NONE,-0.087388917881000228,-0.045575401108929992,0.041813516772070236,0.041813516772070236,NEGATIVE,NEGATIVE,FALSE,275,6,TRUE,DESCRIPTIVE_ONLY
MAIZ_AMARILLO_DURO,14010070000,ED1-MAD,TMIN_ANOM_C,2020/2021,5,NONE,-0.087388917881000228,-0.27900473116499436,-0.19161581328399413,0.19161581328399413,NEGATIVE,NEGATIVE,FALSE,274,6,TRUE,DESCRIPTIVE_ONLY
MAIZ_AMARILLO_DURO,14010070000,ED1-MAD,TMIN_ANOM_C,2021/2022,6,NONE,-0.087388917881000228,-0.10933908742144616,-0.02195016954044593,0.02195016954044593,NEGATIVE,NEGATIVE,FALSE,270,6,TRUE,DESCRIPTIVE_ONLY
MAIZ_AMARILLO_DURO,14010070000,ED1-MAD,TMIN_ANOM_C,2022/2023,7,LEAVE_2023_OUT,-0.087388917881000228,0.066139491633534553,0.15352840951453478,0.15352840951453478,NEGATIVE,POSITIVE,TRUE,269,6,TRUE,DESCRIPTIVE_ONLY
MANGO,13010210000,ED1-MANGO,RAIN_ANOM_MM,2016,1,NONE,-0.0017475498782406618,0.0072687968577920259,0.0090163467360326877,0.0090163467360326877,NEGATIVE,POSITIVE,TRUE,224,7,TRUE,DESCRIPTIVE_ONLY
MANGO,13010210000,ED1-MANGO,RAIN_ANOM_MM,2017,2,LEAVE_2017_OUT,-0.0017475498782406618,-0.020055160921021553,-0.018307611042780891,0.018307611042780891,NEGATIVE,NEGATIVE,FALSE,225,7,TRUE,DESCRIPTIVE_ONLY
MANGO,13010210000,ED1-MANGO,RAIN_ANOM_MM,2018,3,NONE,-0.0017475498782406618,-0.020340211960416354,-0.018592662082175693,0.018592662082175693,NEGATIVE,NEGATIVE,FALSE,225,7,TRUE,DESCRIPTIVE_ONLY
MANGO,13010210000,ED1-MANGO,RAIN_ANOM_MM,2019,4,NONE,-0.0017475498782406618,0.0012022883939177831,0.0029498382721584449,0.0029498382721584449,NEGATIVE,POSITIVE,TRUE,224,7,TRUE,DESCRIPTIVE_ONLY
MANGO,13010210000,ED1-MANGO,RAIN_ANOM_MM,2020,5,NONE,-0.0017475498782406618,0.00032715143086825549,0.0020747013091089173,0.0020747013091089173,NEGATIVE,POSITIVE,TRUE,223,7,TRUE,DESCRIPTIVE_ONLY
MANGO,13010210000,ED1-MANGO,RAIN_ANOM_MM,2021,6,NONE,-0.0017475498782406618,0.0055408650302268825,0.0072884149084675443,0.0072884149084675443,NEGATIVE,POSITIVE,TRUE,221,7,TRUE,DESCRIPTIVE_ONLY
MANGO,13010210000,ED1-MANGO,RAIN_ANOM_MM,2022,7,NONE,-0.0017475498782406618,0.0014101488990085898,0.0031576987772492515,0.0031576987772492515,NEGATIVE,POSITIVE,TRUE,219,7,TRUE,DESCRIPTIVE_ONLY
MANGO,13010210000,ED1-MANGO,RAIN_ANOM_MM,2023,8,LEAVE_2023_OUT,-0.0017475498782406618,-0.002061725788642832,-0.00031417591040217019,0.00031417591040217019,NEGATIVE,NEGATIVE,FALSE,224,7,TRUE,DESCRIPTIVE_ONLY
MANGO,13010210000,ED1-MANGO,TMAX_ANOM_C,2016,1,NONE,0.55634150583162256,0.60400414177552242,0.047662635943899856,0.047662635943899856,POSITIVE,POSITIVE,FALSE,224,7,TRUE,DESCRIPTIVE_ONLY
MANGO,13010210000,ED1-MANGO,TMAX_ANOM_C,2017,2,LEAVE_2017_OUT,0.55634150583162256,0.34953285798288186,-0.2068086478487407,0.2068086478487407,POSITIVE,POSITIVE,FALSE,225,7,TRUE,DESCRIPTIVE_ONLY
MANGO,13010210000,ED1-MANGO,TMAX_ANOM_C,2018,3,NONE,0.55634150583162256,0.63635187253666192,0.08001036670503936,0.08001036670503936,POSITIVE,POSITIVE,FALSE,225,7,TRUE,DESCRIPTIVE_ONLY
MANGO,13010210000,ED1-MANGO,TMAX_ANOM_C,2019,4,NONE,0.55634150583162256,0.56988124542391172,0.013539739592289157,0.013539739592289157,POSITIVE,POSITIVE,FALSE,224,7,TRUE,DESCRIPTIVE_ONLY
MANGO,13010210000,ED1-MANGO,TMAX_ANOM_C,2020,5,NONE,0.55634150583162256,0.30255949388122472,-0.25378201195039785,0.25378201195039785,POSITIVE,POSITIVE,FALSE,223,7,TRUE,DESCRIPTIVE_ONLY
MANGO,13010210000,ED1-MANGO,TMAX_ANOM_C,2021,6,NONE,0.55634150583162256,0.57320081943819723,0.016859313606574666,0.016859313606574666,POSITIVE,POSITIVE,FALSE,221,7,TRUE,DESCRIPTIVE_ONLY
MANGO,13010210000,ED1-MANGO,TMAX_ANOM_C,2022,7,NONE,0.55634150583162256,0.38628931173239334,-0.17005219409922923,0.17005219409922923,POSITIVE,POSITIVE,FALSE,219,7,TRUE,DESCRIPTIVE_ONLY
MANGO,13010210000,ED1-MANGO,TMAX_ANOM_C,2023,8,LEAVE_2023_OUT,0.55634150583162256,1.4228849662856029,0.86654346045398034,0.86654346045398034,POSITIVE,POSITIVE,FALSE,224,7,TRUE,DESCRIPTIVE_ONLY
MANGO,13010210000,ED1-MANGO,TMIN_ANOM_C,2016,1,NONE,0.65834191561220345,0.29123530821546728,-0.36710660739673617,0.36710660739673617,POSITIVE,POSITIVE,FALSE,224,7,TRUE,DESCRIPTIVE_ONLY
MANGO,13010210000,ED1-MANGO,TMIN_ANOM_C,2017,2,LEAVE_2017_OUT,0.65834191561220345,0.9544565708459537,0.29611465523375025,0.29611465523375025,POSITIVE,POSITIVE,FALSE,225,7,TRUE,DESCRIPTIVE_ONLY
MANGO,13010210000,ED1-MANGO,TMIN_ANOM_C,2018,3,NONE,0.65834191561220345,0.78520671347890536,0.12686479786670191,0.12686479786670191,POSITIVE,POSITIVE,FALSE,225,7,TRUE,DESCRIPTIVE_ONLY
MANGO,13010210000,ED1-MANGO,TMIN_ANOM_C,2019,4,NONE,0.65834191561220345,0.72492339495129121,0.066581479339087757,0.066581479339087757,POSITIVE,POSITIVE,FALSE,224,7,TRUE,DESCRIPTIVE_ONLY
MANGO,13010210000,ED1-MANGO,TMIN_ANOM_C,2020,5,NONE,0.65834191561220345,-0.23014262312819253,-0.88848453874039601,0.88848453874039601,POSITIVE,NEGATIVE,TRUE,223,7,TRUE,DESCRIPTIVE_ONLY
MANGO,13010210000,ED1-MANGO,TMIN_ANOM_C,2021,6,NONE,0.65834191561220345,0.92201190284647194,0.26366998723426849,0.26366998723426849,POSITIVE,POSITIVE,FALSE,221,7,TRUE,DESCRIPTIVE_ONLY
MANGO,13010210000,ED1-MANGO,TMIN_ANOM_C,2022,7,NONE,0.65834191561220345,0.87143096710313128,0.21308905149092783,0.21308905149092783,POSITIVE,POSITIVE,FALSE,219,7,TRUE,DESCRIPTIVE_ONLY
MANGO,13010210000,ED1-MANGO,TMIN_ANOM_C,2023,8,LEAVE_2023_OUT,0.65834191561220345,1.5501039145827522,0.89176199897054875,0.89176199897054875,POSITIVE,POSITIVE,FALSE,224,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,RAIN_ANOM_MM__T,2016,1,NONE,-0.0037808833821428856,-0.0046812308232909716,-0.00090034744114808607,0.00090034744114808607,NEGATIVE,NEGATIVE,FALSE,274,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,RAIN_ANOM_MM__T,2017,2,LEAVE_2017_OUT,-0.0037808833821428856,-0.0029600941700929084,0.00082078921204997712,0.00082078921204997712,NEGATIVE,NEGATIVE,FALSE,276,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,RAIN_ANOM_MM__T,2018,3,NONE,-0.0037808833821428856,-0.0031116871308709548,0.00066919625127193072,0.00066919625127193072,NEGATIVE,NEGATIVE,FALSE,275,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,RAIN_ANOM_MM__T,2019,4,NONE,-0.0037808833821428856,-0.0043938460938384161,-0.00061296271169553052,0.00061296271169553052,NEGATIVE,NEGATIVE,FALSE,273,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,RAIN_ANOM_MM__T,2020,5,NONE,-0.0037808833821428856,-0.0049593695775149715,-0.001178486195372086,0.001178486195372086,NEGATIVE,NEGATIVE,FALSE,272,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,RAIN_ANOM_MM__T,2021,6,NONE,-0.0037808833821428856,-0.0052912412262680064,-0.0015103578441251209,0.0015103578441251209,NEGATIVE,NEGATIVE,FALSE,272,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,RAIN_ANOM_MM__T,2022,7,NONE,-0.0037808833821428856,-0.0048193808426795215,-0.0010384974605366359,0.0010384974605366359,NEGATIVE,NEGATIVE,FALSE,268,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,RAIN_ANOM_MM__T,2023,8,LEAVE_2023_OUT,-0.0037808833821428856,0.00075804437454962681,0.0045389277566925124,0.0045389277566925124,NEGATIVE,POSITIVE,TRUE,267,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,TMAX_ANOM_C__T,2016,1,NONE,-0.02245610058744385,-0.61515496762219346,-0.59269886703474961,0.59269886703474961,NEGATIVE,NEGATIVE,FALSE,274,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,TMAX_ANOM_C__T,2017,2,LEAVE_2017_OUT,-0.02245610058744385,-1.3292524950298827,-1.306796394442439,1.306796394442439,NEGATIVE,NEGATIVE,FALSE,276,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,TMAX_ANOM_C__T,2018,3,NONE,-0.02245610058744385,0.47011409117851599,0.49257019176595984,0.49257019176595984,NEGATIVE,POSITIVE,TRUE,275,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,TMAX_ANOM_C__T,2019,4,NONE,-0.02245610058744385,0.50767128097932845,0.5301273815667723,0.5301273815667723,NEGATIVE,POSITIVE,TRUE,273,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,TMAX_ANOM_C__T,2020,5,NONE,-0.02245610058744385,-0.77584413629710625,-0.7533880357096624,0.7533880357096624,NEGATIVE,NEGATIVE,FALSE,272,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,TMAX_ANOM_C__T,2021,6,NONE,-0.02245610058744385,0.24796274741486179,0.27041884800230565,0.27041884800230565,NEGATIVE,POSITIVE,TRUE,272,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,TMAX_ANOM_C__T,2022,7,NONE,-0.02245610058744385,-1.3446451385062677,-1.3221890379188239,1.3221890379188239,NEGATIVE,NEGATIVE,FALSE,268,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,TMAX_ANOM_C__T,2023,8,LEAVE_2023_OUT,-0.02245610058744385,1.3723798684011987,1.3948359689886427,1.3948359689886427,NEGATIVE,POSITIVE,TRUE,267,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,TMIN_ANOM_C__T,2016,1,NONE,0.59762633706658086,0.0096494252586079021,-0.58797691180797296,0.58797691180797296,POSITIVE,POSITIVE,FALSE,274,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,TMIN_ANOM_C__T,2017,2,LEAVE_2017_OUT,0.59762633706658086,1.3816250735679765,0.78399873650139562,0.78399873650139562,POSITIVE,POSITIVE,FALSE,276,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,TMIN_ANOM_C__T,2018,3,NONE,0.59762633706658086,0.5595189845380224,-0.038107352528558458,0.038107352528558458,POSITIVE,POSITIVE,FALSE,275,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,TMIN_ANOM_C__T,2019,4,NONE,0.59762633706658086,0.51903338047245118,-0.078592956594129681,0.078592956594129681,POSITIVE,POSITIVE,FALSE,273,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,TMIN_ANOM_C__T,2020,5,NONE,0.59762633706658086,0.11264680079615808,-0.48497953627042278,0.48497953627042278,POSITIVE,POSITIVE,FALSE,272,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,TMIN_ANOM_C__T,2021,6,NONE,0.59762633706658086,1.2332791117732804,0.63565277470669956,0.63565277470669956,POSITIVE,POSITIVE,FALSE,272,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,TMIN_ANOM_C__T,2022,7,NONE,0.59762633706658086,0.93502539372454008,0.33739905665795922,0.33739905665795922,POSITIVE,POSITIVE,FALSE,268,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,TMIN_ANOM_C__T,2023,8,LEAVE_2023_OUT,0.59762633706658086,-2.1343331763615345,-2.7319595134281154,2.7319595134281154,POSITIVE,NEGATIVE,TRUE,267,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,RAIN_ANOM_MM__T_MINUS_1,2016,1,NONE,5.0193201688308875e-06,-0.00059606128031175487,-0.00060108060048058576,0.00060108060048058576,POSITIVE,NEGATIVE,TRUE,274,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,RAIN_ANOM_MM__T_MINUS_1,2017,2,LEAVE_2017_OUT,5.0193201688308875e-06,0.00092289156083946722,0.00091787224067063633,0.00091787224067063633,POSITIVE,POSITIVE,FALSE,276,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,RAIN_ANOM_MM__T_MINUS_1,2018,3,NONE,5.0193201688308875e-06,-0.0013470288476364889,-0.0013520481678053198,0.0013520481678053198,POSITIVE,NEGATIVE,TRUE,275,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,RAIN_ANOM_MM__T_MINUS_1,2019,4,NONE,5.0193201688308875e-06,0.0020539801660697243,0.0020489608459008934,0.0020489608459008934,POSITIVE,POSITIVE,FALSE,273,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,RAIN_ANOM_MM__T_MINUS_1,2020,5,NONE,5.0193201688308875e-06,-0.001323925577822016,-0.0013289448979908469,0.0013289448979908469,POSITIVE,NEGATIVE,TRUE,272,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,RAIN_ANOM_MM__T_MINUS_1,2021,6,NONE,5.0193201688308875e-06,-0.0014230036733747786,-0.0014280229935436095,0.0014280229935436095,POSITIVE,NEGATIVE,TRUE,272,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,RAIN_ANOM_MM__T_MINUS_1,2022,7,NONE,5.0193201688308875e-06,-0.0013323031641923055,-0.0013373224843611364,0.0013373224843611364,POSITIVE,NEGATIVE,TRUE,268,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,RAIN_ANOM_MM__T_MINUS_1,2023,8,LEAVE_2023_OUT,5.0193201688308875e-06,0.0023092817535683707,0.0023042624333995398,0.0023042624333995398,POSITIVE,POSITIVE,FALSE,267,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,TMAX_ANOM_C__T_MINUS_1,2016,1,NONE,-0.93145677254736037,-2.3939704152624852,-1.4625136427151249,1.4625136427151249,NEGATIVE,NEGATIVE,FALSE,274,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,TMAX_ANOM_C__T_MINUS_1,2017,2,LEAVE_2017_OUT,-0.93145677254736037,-1.4873615283684405,-0.55590475582108012,0.55590475582108012,NEGATIVE,NEGATIVE,FALSE,276,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,TMAX_ANOM_C__T_MINUS_1,2018,3,NONE,-0.93145677254736037,-3.0375509537099772,-2.106094181162617,2.106094181162617,NEGATIVE,NEGATIVE,FALSE,275,7,TRUE,DESCRIPTIVE_ONLY
LIMON_SUTIL,13010170102,ED1-LEMON,TMAX_ANOM_C__T_MINUS_1,2019,4,NONE,-0.93145677254736037,-0.29148403781714771,0.63997273473021266,0.63997273473021266,NEGATIVE,NEGATIVE,FALSE,273,7,TRUE,DESCRIPTIVE_ONLY
