MODEL_ID,CROP_CODE,CROP,TEMPORAL_REGIME,CANDIDATE,CLIMATE_FAMILY,WINDOW_SET,OBSERVATIONS,DISTRICTS,PERIODS,CLUSTER_SIZE_MIN,CLUSTER_SIZE_MEDIAN,CLUSTER_SIZE_MAX,PERIOD_SIZE_MIN,PERIOD_SIZE_MEDIAN,PERIOD_SIZE_MAX,MISSING_X_CELLS,WITHIN_VARIANCE_JSON,WITHIN_RANK,REGRESSORS,MAX_ABS_PAIRWISE_CORRELATION,CONDITION_NUMBER,MAX_VIF,PARTIAL_OBSERVATION_LEVERAGE_MAX,PARTIAL_CLUSTER_LEVERAGE_MEDIAN,PARTIAL_CLUSTER_LEVERAGE_MAX,FULL_DESIGN_RANK,IMPLIED_RESIDUAL_DF,PRIMARY_INFERENCE_COMPUTATION_FEASIBLE,GEOMETRY_VERDICT
ED1-LEMON,13010170102,LIMON_SUTIL,DISTRICT_X_CALENDAR_YEAR,P1_JOINT_T_AND_T_MINUS_1_LINEAR,STANDARDIZED_ANOMALY,LEMON_FULL_YEAR_T|LEMON_FULL_YEAR_T_MINUS_1,311,44,8,1,8.0,8,35,38.5,44,0,"{""RAIN_Z__T"":0.032988188151,""RAIN_Z__T_MINUS_1"":0.018505199151,""TMAX_Z__T"":0.072847978211,""TMAX_Z__T_MINUS_1"":0.063820532648,""TMIN_Z__T"":0.0345174978,""TMIN_Z__T_MINUS_1"":0.033268925534}",6,6,0.390385195069,1.983251858867,1.503754967422,0.098943419604,0.114121923845,0.497719856384,57,254,TRUE,PASS
ED1-BANANA,15010040000,PLATANOS_Y_BANANAS,DISTRICT_X_CALENDAR_YEAR,P2_SEPARATE_WINDOW_DIAGNOSTIC,LEVEL,BANANA_FULL_YEAR_T,390,54,8,1,8.0,8,46,48.5,53,0,"{""RAIN_MM"":15232.695421425906,""TMAX_C"":0.031497092661,""TMIN_C"":0.044170278686}",3,3,0.420360273548,1.636984709652,1.260782941469,0.038729176423,0.054639938964,0.148618264899,64,326,TRUE,PASS
ED1-BANANA,15010040000,PLATANOS_Y_BANANAS,DISTRICT_X_CALENDAR_YEAR,P2_SEPARATE_WINDOW_DIAGNOSTIC,LEVEL,BANANA_FULL_YEAR_T_MINUS_1,390,54,8,1,8.0,8,46,48.5,53,0,"{""RAIN_MM"":11474.316119980493,""TMAX_C"":0.029802015736,""TMIN_C"":0.030043217843}",3,3,0.330789757198,1.412873060121,1.123865691585,0.073184061669,0.055339499291,0.198662301549,64,326,TRUE,PASS
ED1-BANANA,15010040000,PLATANOS_Y_BANANAS,DISTRICT_X_CALENDAR_YEAR,P1_JOINT_T_AND_T_MINUS_1_LINEAR,LEVEL,BANANA_FULL_YEAR_T|BANANA_FULL_YEAR_T_MINUS_1,390,54,8,1,8.0,8,46,48.5,53,0,"{""RAIN_MM__T"":15232.695421425911,""RAIN_MM__T_MINUS_1"":11474.316119980498,""TMAX_C__T"":0.031497092661,""TMAX_C__T_MINUS_1"":0.029802015736,""TMIN_C__T"":0.044170278686,""TMIN_C__T_MINUS_1"":0.030043217843}",6,6,0.420360273548,2.150899653983,1.558168978851,0.090620729343,0.109359513394,0.359527702474,67,323,TRUE,PASS
ED1-BANANA,15010040000,PLATANOS_Y_BANANAS,DISTRICT_X_CALENDAR_YEAR,P2_SEPARATE_WINDOW_DIAGNOSTIC,PHYSICAL_ANOMALY,BANANA_FULL_YEAR_T,390,54,8,1,8.0,8,46,48.5,53,0,"{""RAIN_ANOM_MM"":15232.695421425908,""TMAX_ANOM_C"":0.031497092661,""TMIN_ANOM_C"":0.044170278686}",3,3,0.420360273548,1.636984709652,1.260782941469,0.038729176423,0.054639938964,0.148618264899,64,326,TRUE,PASS
ED1-BANANA,15010040000,PLATANOS_Y_BANANAS,DISTRICT_X_CALENDAR_YEAR,P2_SEPARATE_WINDOW_DIAGNOSTIC,PHYSICAL_ANOMALY,BANANA_FULL_YEAR_T_MINUS_1,390,54,8,1,8.0,8,46,48.5,53,0,"{""RAIN_ANOM_MM"":11474.316119980498,""TMAX_ANOM_C"":0.029802015736,""TMIN_ANOM_C"":0.030043217843}",3,3,0.330789757198,1.412873060121,1.123865691585,0.073184061669,0.055339499291,0.198662301549,64,326,TRUE,PASS
ED1-BANANA,15010040000,PLATANOS_Y_BANANAS,DISTRICT_X_CALENDAR_YEAR,P1_JOINT_T_AND_T_MINUS_1_LINEAR,PHYSICAL_ANOMALY,BANANA_FULL_YEAR_T|BANANA_FULL_YEAR_T_MINUS_1,390,54,8,1,8.0,8,46,48.5,53,0,"{""RAIN_ANOM_MM__T"":15232.695421425911,""RAIN_ANOM_MM__T_MINUS_1"":11474.316119980493,""TMAX_ANOM_C__T"":0.031497092661,""TMAX_ANOM_C__T_MINUS_1"":0.029802015736,""TMIN_ANOM_C__T"":0.044170278686,""TMIN_ANOM_C__T_MINUS_1"":0.030043217843}",6,6,0.420360273548,2.150899653983,1.558168978851,0.090620729343,0.109359513394,0.359527702474,67,323,TRUE,PASS
ED1-BANANA,15010040000,PLATANOS_Y_BANANAS,DISTRICT_X_CALENDAR_YEAR,P2_SEPARATE_WINDOW_DIAGNOSTIC,STANDARDIZED_ANOMALY,BANANA_FULL_YEAR_T,390,54,8,1,8.0,8,46,48.5,53,0,"{""RAIN_Z"":0.03193243313,""TMAX_Z"":0.063792803754,""TMIN_Z"":0.030877892065}",3,3,0.315376220746,1.469702420846,1.144010089544,0.050565766554,0.050650922924,0.195874089759,64,326,TRUE,PASS
ED1-BANANA,15010040000,PLATANOS_Y_BANANAS,DISTRICT_X_CALENDAR_YEAR,P2_SEPARATE_WINDOW_DIAGNOSTIC,STANDARDIZED_ANOMALY,BANANA_FULL_YEAR_T_MINUS_1,390,54,8,1,8.0,8,46,48.5,53,0,"{""RAIN_Z"":0.017427549315,""TMAX_Z"":0.062083714583,""TMIN_Z"":0.029555057781}",3,3,0.198764124234,1.3371502236,1.079961791712,0.056411433885,0.048557669055,0.235836158149,64,326,TRUE,PASS
ED1-BANANA,15010040000,PLATANOS_Y_BANANAS,DISTRICT_X_CALENDAR_YEAR,P1_JOINT_T_AND_T_MINUS_1_LINEAR,STANDARDIZED_ANOMALY,BANANA_FULL_YEAR_T|BANANA_FULL_YEAR_T_MINUS_1,390,54,8,1,8.0,8,46,48.5,53,0,"{""RAIN_Z__T"":0.03193243313,""RAIN_Z__T_MINUS_1"":0.017427549315,""TMAX_Z__T"":0.063792803754,""TMAX_Z__T_MINUS_1"":0.062083714583,""TMIN_Z__T"":0.030877892065,""TMIN_Z__T_MINUS_1"":0.029555057781}",6,6,0.363997942229,1.932800405177,1.465888915275,0.084477553684,0.098910913178,0.419550660351,67,323,TRUE,PASS
ED1-RICE,14010020000,RICE,DISTRICT_X_AUG_JUL_AGRICULTURAL_CAMPAIGN,B3_STRICT_SENSITIVITY,PHYSICAL_ANOMALY,RICE_FLOWERING_95_110_DAS,31,12,7,1,2.0,6,2,4.0,8,0,"{""RAIN_ANOM_MM"":1340.516289783438,""TMAX_ANOM_C"":0.032926682096,""TMIN_ANOM_C"":0.022774055422}",3,3,0.314926829714,1.566035151631,1.214428870572,0.378118617263,0.156541717246,0.912622028807,21,10,TRUE,PASS_WITH_SEVERE_SUPPORT_LIMITATION
ED1-MAD,14010070000,MAIZ_AMARILLO_DURO,DISTRICT_X_AUG_JUL_AGRICULTURAL_CAMPAIGN,B3_STRICT_SENSITIVITY,PHYSICAL_ANOMALY,MAD_MPLUS1_MPLUS3,7,4,4,1,1.5,3,1,1.5,3,0,"{""RAIN_ANOM_MM"":11.4166383387,""TMAX_ANOM_C"":7.89705e-06,""TMIN_ANOM_C"":0.001367146544}",1,3,,,,,,,7,0,FALSE,BLOCKED_X_RANK_AFTER_REQUIRED_FE
