CROP_CODE,CROP,MODEL_ID,CLIMATE_VARIABLE,WINDOW,BETA,CR2_STANDARD_ERROR,SATTERTHWAITE_DF,EFFECTIVE_DF_FLAG,T_STATISTIC,P_VALUE_TWO_SIDED,CI95_LOWER,CI95_UPPER,HOLM_ADJUSTED_P_VALUE,OUTCOME_SCALE,PRIMARY_CLIMATE_FAMILY,FUNCTIONAL_FORM,DISTRICT_FE,PERIOD_FE,WEIGHTING,INFERENCE,CLAIM_CEILING
13010170102,LIMON_SUTIL,ED1-LEMON,TMAX_ANOM_C__T,LEMON_FULL_YEAR_T,-0.02245610058744385,1.7685916570681601,29.814093913430174,NONE,-0.012697165282725525,0.98995398625542264,-3.6353468074190531,3.5904346062441657,1,YIELD_LEVEL_TM_PER_HA,PHYSICAL_ANOMALY,LINEAR_ADDITIVE,REQUIRED,REQUIRED,UNWEIGHTED_PRIMARY_ESTIMATION,DISTRICT_CLUSTERED_CR2_BIAS_REDUCED_LINEARIZATION_WITH_SATTERTHWAITE_DF,EMPIRICAL_ASSOCIATION_CLIMATE_RESPONSE_ONLY
13010170102,LIMON_SUTIL,ED1-LEMON,TMIN_ANOM_C__T,LEMON_FULL_YEAR_T,0.59762633706658086,1.3900789983906425,23.234444983015504,NONE,0.4299225711333528,0.67121309858346478,-2.27636644678133,3.4716191209144918,1,YIELD_LEVEL_TM_PER_HA,PHYSICAL_ANOMALY,LINEAR_ADDITIVE,REQUIRED,REQUIRED,UNWEIGHTED_PRIMARY_ESTIMATION,DISTRICT_CLUSTERED_CR2_BIAS_REDUCED_LINEARIZATION_WITH_SATTERTHWAITE_DF,EMPIRICAL_ASSOCIATION_CLIMATE_RESPONSE_ONLY
13010170102,LIMON_SUTIL,ED1-LEMON,RAIN_ANOM_MM__T_MINUS_1,LEMON_FULL_YEAR_T_MINUS_1,5.0193201688308875e-06,0.0024058196709059142,21.074213238521139,NONE,0.0020863243532050998,0.99835497871514389,-0.0049970839882350999,0.0050071226285727617,1,YIELD_LEVEL_TM_PER_HA,PHYSICAL_ANOMALY,LINEAR_ADDITIVE,REQUIRED,REQUIRED,UNWEIGHTED_PRIMARY_ESTIMATION,DISTRICT_CLUSTERED_CR2_BIAS_REDUCED_LINEARIZATION_WITH_SATTERTHWAITE_DF,EMPIRICAL_ASSOCIATION_CLIMATE_RESPONSE_ONLY
13010170102,LIMON_SUTIL,ED1-LEMON,TMAX_ANOM_C__T_MINUS_1,LEMON_FULL_YEAR_T_MINUS_1,-0.93145677254736037,1.4303451898358965,25.285796531237448,NONE,-0.65121117557239894,0.52078504899220313,-3.8756204623620407,2.0127069172673195,1,YIELD_LEVEL_TM_PER_HA,PHYSICAL_ANOMALY,LINEAR_ADDITIVE,REQUIRED,REQUIRED,UNWEIGHTED_PRIMARY_ESTIMATION,DISTRICT_CLUSTERED_CR2_BIAS_REDUCED_LINEARIZATION_WITH_SATTERTHWAITE_DF,EMPIRICAL_ASSOCIATION_CLIMATE_RESPONSE_ONLY
13010170102,LIMON_SUTIL,ED1-LEMON,TMIN_ANOM_C__T_MINUS_1,LEMON_FULL_YEAR_T_MINUS_1,-4.0857132490015609,1.688540998291566,25.64797944956107,NONE,-2.4196707412703682,0.02293415013097283,-7.5588789693623841,-0.61254752864073803,0.13760490078583698,YIELD_LEVEL_TM_PER_HA,PHYSICAL_ANOMALY,LINEAR_ADDITIVE,REQUIRED,REQUIRED,UNWEIGHTED_PRIMARY_ESTIMATION,DISTRICT_CLUSTERED_CR2_BIAS_REDUCED_LINEARIZATION_WITH_SATTERTHWAITE_DF,EMPIRICAL_ASSOCIATION_CLIMATE_RESPONSE_ONLY
15010040000,PLATANOS_Y_BANANAS,ED1-BANANA,RAIN_ANOM_MM__T,BANANA_FULL_YEAR_T,-0.0021023420826074002,0.0023755414794464098,28.826173260121582,NONE,-0.88499489518378127,0.38348222007917365,-0.0069621428517960358,0.0027574586865812354,1,YIELD_LEVEL_TM_PER_HA,PHYSICAL_ANOMALY,LINEAR_ADDITIVE,REQUIRED,REQUIRED,UNWEIGHTED_PRIMARY_ESTIMATION,DISTRICT_CLUSTERED_CR2_BIAS_REDUCED_LINEARIZATION_WITH_SATTERTHWAITE_DF,EMPIRICAL_ASSOCIATION_CLIMATE_RESPONSE_ONLY
15010040000,PLATANOS_Y_BANANAS,ED1-BANANA,TMAX_ANOM_C__T,BANANA_FULL_YEAR_T,-0.32534946598061909,1.4862147643843835,33.098150195914243,NONE,-0.21891147482671161,0.82806334023217565,-3.3487355410851602,2.6980366091239221,1,YIELD_LEVEL_TM_PER_HA,PHYSICAL_ANOMALY,LINEAR_ADDITIVE,REQUIRED,REQUIRED,UNWEIGHTED_PRIMARY_ESTIMATION,DISTRICT_CLUSTERED_CR2_BIAS_REDUCED_LINEARIZATION_WITH_SATTERTHWAITE_DF,EMPIRICAL_ASSOCIATION_CLIMATE_RESPONSE_ONLY
15010040000,PLATANOS_Y_BANANAS,ED1-BANANA,TMIN_ANOM_C__T,BANANA_FULL_YEAR_T,-0.036208197506074846,0.93182809647773801,28.151260680062926,NONE,-0.038857164366410457,0.96927852775588019,-1.9445095800062473,1.8720931849940976,1,YIELD_LEVEL_TM_PER_HA,PHYSICAL_ANOMALY,LINEAR_ADDITIVE,REQUIRED,REQUIRED,UNWEIGHTED_PRIMARY_ESTIMATION,DISTRICT_CLUSTERED_CR2_BIAS_REDUCED_LINEARIZATION_WITH_SATTERTHWAITE_DF,EMPIRICAL_ASSOCIATION_CLIMATE_RESPONSE_ONLY
15010040000,PLATANOS_Y_BANANAS,ED1-BANANA,RAIN_ANOM_MM__T_MINUS_1,BANANA_FULL_YEAR_T_MINUS_1,0.0027760812499826315,0.002887949877321288,28.440903133787998,NONE,0.96126365342516951,0.34452148246005132,-0.003135487074125292,0.008687649574090555,1,YIELD_LEVEL_TM_PER_HA,PHYSICAL_ANOMALY,LINEAR_ADDITIVE,REQUIRED,REQUIRED,UNWEIGHTED_PRIMARY_ESTIMATION,DISTRICT_CLUSTERED_CR2_BIAS_REDUCED_LINEARIZATION_WITH_SATTERTHWAITE_DF,EMPIRICAL_ASSOCIATION_CLIMATE_RESPONSE_ONLY
15010040000,PLATANOS_Y_BANANAS,ED1-BANANA,TMAX_ANOM_C__T_MINUS_1,BANANA_FULL_YEAR_T_MINUS_1,-1.3624230022402739,2.3086113963824246,29.27960444216469,NONE,-0.59014826158061062,0.55961875016091245,-6.0821057099083866,3.3572597054278384,1,YIELD_LEVEL_TM_PER_HA,PHYSICAL_ANOMALY,LINEAR_ADDITIVE,REQUIRED,REQUIRED,UNWEIGHTED_PRIMARY_ESTIMATION,DISTRICT_CLUSTERED_CR2_BIAS_REDUCED_LINEARIZATION_WITH_SATTERTHWAITE_DF,EMPIRICAL_ASSOCIATION_CLIMATE_RESPONSE_ONLY
15010040000,PLATANOS_Y_BANANAS,ED1-BANANA,TMIN_ANOM_C__T_MINUS_1,BANANA_FULL_YEAR_T_MINUS_1,-6.5645586917721594,1.7358859193873584,29.71338120661278,NONE,-3.7816763293344597,0.00070098343667115482,-10.111145249546421,-3.0179721339978971,0.0042059006200269294,YIELD_LEVEL_TM_PER_HA,PHYSICAL_ANOMALY,LINEAR_ADDITIVE,REQUIRED,REQUIRED,UNWEIGHTED_PRIMARY_ESTIMATION,DISTRICT_CLUSTERED_CR2_BIAS_REDUCED_LINEARIZATION_WITH_SATTERTHWAITE_DF,EMPIRICAL_ASSOCIATION_CLIMATE_RESPONSE_ONLY
